CCCCCCCCCC[N+](C=CC=C1)=C1OC2=CC=C(OC3=[N+](CCCCCCCCCC)C=CC=C3)C=C2.[Br-].[Br-],CCCCCCCCCC[N-]C1=CC=C(NC(=O)N=C(OC2=NC=C(Br)C=CC=C2)C=N1)Br,0.17333333333333334,0.2774036777743504
CCCCCCCCCC[N+](C=CC=C1)=C1OC2=CC=CC(OC3=[N+](CCCCCCCCCC)C=CC=C3)=C2.[Br-].[Br-],CCCCCCCCCC1=C[N-]C=CC=C1OC(=O)[N-]C=CC(S1)=CC=C1F,0.16666666666666666,0.35036171026265656
CCCCCCCCC[N+](C=CC=C1)=C1OC2=CC=CC=C2OC3=CC=CC=[N+]3CCCCCCCCC.[Br-].[Br-],CCCCCCCCC[N-]C1=CC=CC=C1OC(=O)N=CC=C1OC=C(OCCC(=O)N=CC=N1)N(C)B,0.18604651162790697,0.21069271464725178
CCCCCCCCCC[N+](C=CC=C1)=C1OC2=CC=CC=C2OC3=CC=CC=[N+]3CCCCCCCCCC.[Br-].[Br-],CCCCCCCCC[N-]C1=CC=CC=C1OC(=O)N1CC=CC=C1OC=CC=C1OCCCC(=O)N(N)NC1,0.1702127659574468,0.1315357986978748
CCCCCCCCCC[N+]1=CC=CC(COCCCCOCC2=C[N+](CCCCCCCCCC)=CC=C2)=C1.[Br-].[Br-],CCCCCCCCCC[N-]C1=CC=CC(CNC(=O)NC2=CC=C(Br)C=C2Br)N=C1,0.15,0.2412864992918709
O=C(N(CCCCC[N+]1=CC=C(NCCCCCCCCCCC)C=C1)C(N2CCCCC[N+]3=CC=C(NCCCCCCCCCCC)C=C3)=O)N(CCCCC[N+]4=CC=C(NCCCCCCCCCCC)C=C4)C2=O.[Cl-].[Cl-].[Cl-],NC1=C(Br)C=CC=C1NC(=O)[N-]C1=CC=CC=C1F,0.08823529411764706,0.8039329559836715
O=C(N(CCCCC[N+]1=CC=C(NCCCCCCCCCCC)C=C1)C(N2CCCCC[N+]3=CC=C(NCCCCCCCCCCC)C=C3)=O)N(CCCCC[N+]4=CC=C(NCCCCCCCCCCC)C=C4)C2=O.[Cl-].[Cl-].[Cl-],NC1=C(Br)C=CC=C1N=CC=C1N=CC=C1N=CN(CC)N1C=CC=C1F,0.09090909090909091,0.42462342665741976
O=C(N(CCCCC[N+]1=CC=C(NCCCCCCCCCCCC)C=C1)C(N2CCCCC[N+]3=CC=C(NCCCCCCCCCCCC)C=C3)=O)N(CCCCC[N+]4=CC=C(NCCCCCCCCCCCC)C=C4)C2=O.[Cl-].[Cl-].[Cl-],OC1=C(Br)[N-]C=CC=C1N=C(NC#N)C1=CC=C(Br)C(=O)N1C(=O)N(C)Cl,0.09090909090909091,0.15541320862656166
O=C(N(CCCCCC[N+]1=CC=C(NCCCCCCCC)C=C1)C(N2CCCCCC[N+]3=CC=C(NCCCCCCCC)C=C3)=O)N(CCCCCC[N+]4=CC=C(NCCCCCCCC)C=C4)C2=O.[Cl-].[Cl-].[Cl-],COC1=C(Br)C=CC=C1NC(=O)N(C)N1C=CC=C1N1C=CC=C1Br,0.09090909090909091,0.6085040885131701
O=C(N(CCOCC[N+]1=CC=C(NCCCCCCCCCC)C=C1)C(N2CCOCC[N+]3=CC=C(NCCCCCCCCCC)C=C3)=O)N(CCOCC[N+]4=CC=C(NCCCCCCCCCC)C=C4)C2=O.[Cl-].[Cl-].[Cl-],OC1=C(Br)[N-]C=CC=C1N1C=CC=C1N=CC=C1NC1=CC=C(Br)C1=[NH+]C1=C(C)C#N,0.0594059405940594,0.22707461668247242
